title,category,body
Jokowi Dapat Rekor MURI Presiden Pertama di Dunia yang Lari ketika Ditemui Rakyatnya,hoaks,"Beredar di media sosial Facebook sebuah gambar yang memperlihatkan piagam penghargaan Museum Rekor-Dunia Indonesia untuk Joko Widodo (Jokowi) sebagai presiden pertama di dunia yang lari ketika ditemui rakyatnya. Faktanya, dikutip dari Medcom.id klaim bahwa Museum Rekor-Dunia Indonesia (MURI) memberi penghargaan kepada Jokowi sebagai presiden pertama di dunia yang lari ketika ditemui rakyatnya adalah salah. MURI diketahui tidak pernah memberikan penghargaan tersebut. Setelah ditelusuri dan mengecek langsung ke dalam situs MURI, tidak ditemukan rekor yang dimaksud oleh pemilik akun Facebook yang mengunggah gambar tersebut."
Arief Budiman Sebut Siap Bantu Donald Trump Menangkan Pilpres Amerika Serikat,hoaks,"Beredar unggahan tangkapan layar artikel berita di media sosial Facebook dengan judul ""Arief Budiman: Andai Trump Mengizinkan Saya Membantu, Pasti Dia Bisa Menang"". Dalam gambar tangkapan layar tersebut terlihat Ketua KPU Arief Budiman mengenakan baju batik dan sedang menduduki kotak suara.Setelah ditelusuri, klaim bahwa Ketua KPU Arief Budiman menyebut siap membantu Calon Presiden Donald Trump memenangkan Pemilihan Presiden (Pilpres) Amerika Serikat adalah salah. Faktanya, tidak ditemukan artikel yang memberitakan hal tersebut. Diketahui judul artikel dalam tangkapan layar itu merupakan hasil editan atau suntingan. Foto yang dicatut dalam tangkapan layar tersebut ditemukan dalam artikel berjudul ""4 Fakta Kotak Suara Kardus untuk Pemilu 2019"". Artikel itu dimuat dalam situs Liputan6.com pada 18 Desember 2018."
Surat Program Dana Alokasi Khusus Mengatasnamakan Kementerian Kelautan dan Perikanan RI,hoaks,"Telah beredar di media sosial sebuah surat  tentang Program Dana Alokasi Khusus (DAK) dan Bantuan Sarana Prasarana Perikanan Tahun Anggaran 2020 yang mengatasnamakan Kementerian Kelautan dan Perikanan Republik Indonesia (KKP RI).Faktanya, melalui akun Twitter resmi bercentang biru @kkpgoid, admin mengklarifikasi bahwa surat tersebut adalah hoaks, serta melampirkan surat klarifikasi yang ditandatangani oleh Sesditjen Perikanan Budidaya KKP RI, Gemi Triastutik dengan pernyataan bahwa KKP RI tidak pernah menerbitkan surat tersebut. Jika masyarakat menerima informasi tentang program Kementerian Kelautan dan Perikanan RI, segera lakukan konfirmasi ke Penyuluh Perikanan di wilayah setempat agar bisa segera ditindaklanjuti."
Video “India is Doing It” Bisa Retas Ponsel dalam 10 Detik,hoaks,"Beredar pesan berantai melalui aplikasi WhatsApp berupa imbauan agar tidak membuka video ""India is Doing It"" karena bisa meretas ponsel dalam 10 detik.  Unggahan itu berupa narasi yang berbunyi ""Kasih tau ya lain2 nya. Jika menerima video di WA yg berjudul India is doing it, yg menunjukkan bgmn grafik covid-19 di India sudah mendatar, jangan dibuka, itu akan nge hack hp mu dlm 10 detik dan tak akan dapat dihentikan. Kirim pesan ini ke keluarga dan teman... info dri temen polisi..""Dikutip dari artikel Merdeka.com klaim  video 'India Is Doing It' bisa meretas ponsel adalah tidak benar atau hoaks. Faktanya, tidak ditemukan bukti kalau video yang beredar di WhatsApp itu benar-benar ada dan juga tidak menemukan korban peretasan."
Surat Panggilan dan Penetapan Peserta CPNS 2019 Mengatasnamakan Kementerian PANRB,hoaks,"Beredar di media sosial sebuah surat panggilan dan penetapan peserta CPNS 2019 yang mengatasnamakan Kementerian PANRB.Faktanya, melalui akun Instagram resmi @kemenpanrb, pihaknya mengklarifikasi bahwa surat yang beredar tersebut adalah hoaks. Kementerian PANRB tidak pernah mengeluarkan kebijakan/keputusan seperti yang tertera dalam surat tersebut. Kementerian PANRB mengimbau kepada masyarakat agar berhati-hati dan tidak mudah percaya jika ada informasi/surat yang meragukan, serta waspada dan memastikan kebenarannya kepada akun resmi Kementerian PANRB."
Puan dan Jokowi Kabur ke Singapura Selama 30 Hari ke Depan,hoaks,"Beredar postingan di media sosial dengan narasi yang menyebutkan bahwa Ketua Dewan Perwakilan Rakyat (DPR) Puan Maharani dan Presiden Joko Widodo (Jokowi) serta jajarannya kabur ke Singapura selama 30 hari ke depan.Dilansir dari Medcom.id, klaim bahwa Ketua Dewan Perwakilan Rakyat (DPR) Puan Maharani dan Presiden Joko Widodo (Jokowi) beserta jajarannya kabur ke Singapura adalah salah. Faktanya, tidak ada informasi resmi mengenai hal tersebut. Sementara itu, diketahui Presiden Jokowi tetap berada di Indonesia dan terpantau memimpin rapat terbatas pada Senin, 12 Oktober yang membahas laporan Komite Penanganan Covid-19 dan Pemulihan Ekonomi Nasional. Kemudian, pada Selasa 13 Oktober 2020, Jokowi kembali memimpin rapat terbatas mengenai Antisipasi Bencana Hidrometeorologi, melalui konferensi video dari Istana Merdeka, Jakarta."
Unggahan Twitter Mengatasnamakan Divisi Humas Polri,hoaks,"Beredar tangkapan layar di media sosial Facebook yang memperlihatkan unggahan Twitter mengatasnamakan Divisi Humas Polri. Dalam unggahan Twitter itu dituliskan bahwa Polri akan memberangus siapa saja yang mengganggu kerja Presiden RI Ir. H. Joko Widodo. Setelah ditelusuri, diketahui unggahan yang mengatasnamakan Divisi Humas Polri tersebut adalah tidak benar atau hoaks. Humas Polda Papua melalui laman Instagram resminya @humaspoldapapua_ menegaskan bahwa Divisi Humas Polri tidak pernah memposting seperti dalam unggahan yang beredar. Selain itu, username akun resmi Divisi Humas Polri pada media sosial Twitter adalah @DivHumas_Polri."
Anggota TNI Tepuk Tangan saat Melihat Halte Dibakar,disinformasi,"Beredar sebuah postingan dimedia sosial Twitter berisi sebuah video yang mengklaim bahwa anggota TNI tepuk tangan melihat halte dibakar. Dilansir dari Cek Fakta Liputan6.com, klaim video TNI tepuk tangan melihat halte dibakar menggunakan Google Search dengan kata kunci 'halte dibakar prajurit TNI'. Penelusuran mengarah pada artikel berjudul ""Rusuh Halte HI Dibakar, Prajurit Marinir TNI Difitnah Dukung Pendemo"" yang dimuat situs viva.co.id, pada 11 Oktober 2020. Situasi sebenarnya dalam video tersebut, anggota TNI menolak ajakan bergabung demonstrasi dengan mengangkat tangan ke atas, sebagai isyarat menolak ajakan tersebut, serta dengan maksud agar massa tenang."
Ada Pembekuan Rekening dan Uangnya akan Dicuci di Singapura,hoaks,"Beredar di sosial media Facebook sebuah unggahan dengan narasi ""TARIK SEKARANG SEMUA TABUNGNGAN KALIAN DI BANK ADA PEMBEKUAN REKENING MEREKA AKAN CUCI UANG DI SINGAPUR UANG KALIAN AKAN DI SIKAT"" Setelah ditelusuri, klaim yang menyebut ada pembekuan rekening dan uangnya akan dicuci di Singapura adalah salah. Faktanya, dikutip dari akun sosial Media Instagram Otoritas Jasa Keuangan (OJK) membantah informasi tersebut. OJK mengunggah tangkapan layar dengan klaim tersebut dalam story akun Instagramnya dan memberikan label hoaks."
Alat Vital Mahasiswa Ditendang Polisi Sampai Meninggal,hoaks,"Beredar unggahan di media sosial cuitan berupa narasi dengan disertai video hasil perekaman layar unggahan yang menginformasikan meninggalnya mahasiswa STKIP BIMA bernama Ufron saat aksi unjuk rasa tolak UU Cipta Kerja.Berdasarkan hasil penelusuran, narasi tersebut tidak benar. Mengutip dari portal berita Kabar Harian Bima, Korlap Aksi GERAM, Asmudiyanto menyampaikan bahwa unggahan video itu merupakan hoaks yang dapat meresahkan seluruh warga Bima, khususnya pihak keluarga Ufran. Pada kenyataannya, kondisi Ufran dalam kondisi sehat dan berada di Polres Bima pada 9 Oktober 2020."
Video 500 Ribu Warga Austria Antri Masuk Islam,disinformasi,"Beredar sebuah postingan di media sosial yang berisi video 500 ribu warga Austria antri masuk Islam.Faktanya setelah dilakukan penelusuran terkait dengan konten yang ditampilkan dalam video tersebut, diketahui merupakan video aksi demonstrasi 3000 warga Austria pada tahun 2017 silam yang turun ke jalan dengan mengenakan jilbab sebagai bentuk protes terhadap larangan yang ditetapkan oleh pemerintah Austria untuk mengenakan kerudung dan cadar di tempat umum untuk menutupi kepala."
"Guru dan Ustaz Masuk Kelompok Pertama yang Terima Vaksin Covid-19, TNI dan Polri Tidak Termasuk",disinformasi,"Beredar unggahan di media sosial Facebook yang menyebutkan bahwa guru dan dosen, termasuk ustaz, serta anak-anak merupakan kelompok pertama yang akan menerima vaksin Covid-19. Unggahan itu juga menyebut anggota kabinet Presiden Joko Widodo (Jokowi), TNI, Polri, serta Aparatur Sipil Negara (ASN) tidak termasuk kelompok pertama bahkan kedua yang menerima vaksin Covid-19. Faktanya, berdasarkan pemeriksaan fakta Tempo, klaim bahwa guru dan dosen, termasuk ustaz, serta anak-anak termasuk dalam kelompok pertama yang akan disuntik vaksin Covid-19, tapi anggota kabinet, TNI, Polri, dan ASN tidak termasuk dalam kelompok pertama bahkan kedua adalah menyesatkan. Pemerintah telah memetakan lima kelompok prioritas penerima vaksin Covid-19. Pertama, garda terdepan penanganan Covid-19, seperti tenaga medis, paramedis contact tracing, dan pelayan publik yang mencakup TNI, Polri, dan aparat hukum lainnya. Kedua, tokoh masyarakat, termasuk tokoh agama dan perangkat daerah (kecamatan, desa, RT/RW), serta sebagian pelaku ekonomi. Ketiga, tenaga pendidik, mulai dari PAUD, TK, SD, SMP, SMA/sederajat, hingga perguruan tinggi. Keempat, aparatur pemerintah (pusat, daerah, dan legislatif). Sementara yang kelima, penerima BPJS bantuan iuran."
Video Persiapan Pasukan untuk Menghalau Kelompok Perusuh saat Demo,disinformasi,"Beredar sebuah video yang disebut-sebut persiapan pasukan pengamanan untuk menghalau kelompok perusuh saat demo. Video tersebut tersebar di jejaring media sosial Facebook. Dalam unggahannya, video itu diberikan narasi ""Persiapan untuk menghalau demo ga jelas kelompok perusuh besok…”. Faktanya, menurut penelusuran merdeka.com, video yang disebut-sebut persiapan pasukan pengamanan untuk menghalau kelompok perusuh saat demo adalah hoaks. Video tersebut adalah video saat acara Hari Ulang Tahun Bhayangkara ke-71 di Lapangan Silang Monas pada 10 Juli 2017."
Penjarahan Thamrin City,hoaks,"Beredar informasi di media sosial Twitter sebuah video disertai narasi yang menyebutkan penjarahan di Thamrin City. Dalam unggahan video tersebut terlihat massa tampak berkerumun di depan Thamrin City. Selain itu, api juga tampak menyala di depan gedung tersebut. Faktanya, Kapolres Metro Jakarta Pusat Kombes Heru Novianto membantah bahwa informasi di dalam video tersebut tidak benar. Hal senada juga disampaikan oleh Kapolsek Tanah Abang AKBP Raden Muhammad Jauhari, ia menjelaskan bahwa memang sempat terjadi gesekan antara massa dengan aparat keamanan saat aksi 1310 yang digawangi PA 212 dkk dalam Aliansi Nasional Anti Komunis (ANAK) NKRI, Itu hanya pembuangan massa dari Gambir sama Menteng mengarah ke Tanah Abang, kemudian dihadang sama pasukan kita, terjadi gesekan saja, tidak ada penjarahan."
Polisi Dandani Orang Menyerupai Laskar FPI dan Dibekali Ketapel  di Sekitaran Monas,disinformasi,"Telah beredar di media sosial Facebook sebuah gambar yang memperlihatkan seorang pemuda memakai baju FPI dengan beberapa orang petugas Kepolisian. Unggahan tersebut diberi narasi ""Hati2 *WERCOK* mulai mau menebar Fitnah lagi,orang didandani menyerupai *LASKAR FPI* tapi dibekali bawa ketapel, seragam (Kaos) nya dimonas...*VIRALKAN...*”. Faktanya, klaim yang mengatakan Polisi mendandani orang menyerupai anggota FPI dan dibekali ketapel adalah salah. Mengutip dari detik.com, tampak seorang pemuda mengenakan atribut Front Pembela Islam (FPI) diamankan Polisi di pos keamanan Monas. Kapolda Metro Jaya Irjen Nana Sudjana kemudian menginterogasi pemuda itu. ""Kamu bawa apa ke sini? Untuk apa bawa ini (katapel)?"" kata Nana kepada pemuda yang diamankan. Polisi mengamankan sebuah katapel dari tas pemuda itu. Nana lantas menanyakan maksud dan tujuan, bersama siapa, dan siapa yang mengajak pemuda itu membawa katapel tersebut dalam rencana mengikuti aksi demo tolak RUU Omnibus Law tersebut."
Penjarahan ITC Roxy Mas pada saat aksi massa Omnibus Law,hoaks,"Telah beredar sebuah video dengan yang memperlihatkan adanya kerusuhan yang terjadi di ITC Roxy Mas Jakarta Pusat dan dinarasikan bahwa peristiwa tersebut adalah tindakan penjarahan pada saat terjadinya aksi demonstrasi Omnibus Law di Jakarta baru-baru ini. Pada unggahan video tersebut juga disertai narasi ""Roxy mulai di jarah welcome to era 1998"". Faktanya, klaim mengenai video yang disebutkan sebagai tindakan penjarahan tersebut adalah salah. Kapolres Jakarta Pusat Kombes Heru Novianto membantah adanya penjarahan di ITC Roxy Mas, Jl KH Hasyim Ashari. Heru mengatakan pihak kepolisian tidak menerima laporan adanya penjarahan di ITC Roxy Mas. Ditegaskan pula oleh Koordinator Customer Relation PT Roxy Mas Sinta Budi Hastari bahwa kabar adanya penjarahan di ITC Roxy adalah tidak benar, Sinta menjelaskan memang sempat ada peserta aksi demo yang masuk ke ITC Roxy Mas dan sempat terjadi kepanikan, namun tidak ada tindakan penjarahan atau kerusakan fasilitas yang ada."
Bejo Untung yang Sebut Soeharto Dalang G30S adalah Anak PKI,hoaks,"Beredar di media sosial Facebook, sebuah tangkapan layar berita dengan judul ""Tolak Putar Kembali Film G30SPKI, Bejo Untung Sebut Soeharto, CIA, dan TNI AD sebagai Dalang G30S"", dalam postingan tersebut narasinya berbunyi ""Ini dia anak PKI yang bapaknya nabrak tiang telpon!"". Dilansir cekfakta.tempo.co, klaim tentang Bejo Untung adalah anak anggota PKI adalah keliru. Isu bahwa Bejo Untung merupakan anak dari Letkol Untung, pemimpin Gerakan 30 September 1965 dan pernah menjadi bagian kecil dari pemberontakan Madiun Affair 1948, telah dibantah oleh yang bersangkutan. Letkol Untung pun hanya memiliki satu anak, bernama Anto, bukan Bejo Untung. Adapun orang tua Bejo Untung adalah seorang guru yaitu Suwignyo. Ibunya bernama Tarmini. Ia dilahirkan di Sarwodadi, Comal, Jawa Tengah, pada 1947."
Presiden Jokowi Sebut Banser Berbesan dengan PKI,hoaks,"Telah beredar unggahan di media sosial yang memuat foto Presiden Joko Widodo dengan narasi yang menyebutkan Banser berbesan dengan Partai Komunis Indonesia (PKI). Dilansir dari laman situs Medcom.id, klaim bahwa Presiden Joko Widodo menyebut Banser berbesan dengan PKI adalah salah. Faktanya, narasi tersebut hasil suntingan dengan menggunakan foto Presiden Jokowi saat meresmikan Rumah Sakit Darurat Covid-19 Wisma Atlet Kemayoran. Foto tersebut ditemukan dalam artikel berjudul ""Jokowi Pastikan RS Darurat Korona Wisma Atlet Siap Digunakan"". Artikel tersebut dimuat di situs Medcom.id pada 23 Maret 2020."
Bill Gates Keluarkan Kutipan Terkait Vaksin,hoaks,"Beredar di media sosial sebuah kutipan seolah-olah berasal dari  Bill Gates terkait vaksin. Unggahan tersebut turut memperlihatkan wajah Bill Gates dengan potongan kalimat ""only the people who have all the vaccines will still be able to move freely"" atau dalam Bahasa Indonesia ""hanya orang yang memiliki semua vaksin yang masih bisa bergerak bebas"". Faktanya, kutipan seolah-olah berasal dari Bill Gates terkait vaksin dalam unggahan yang beredar di media sosial itu adalah hoaks. Dilansir dari  artikel AAP Fact Check berjudul ""Bill Gates didn’t say only the vaccinated would be free to move"" yang tayang pada tanggal 29 September 2020 menjelaskan kutipan dari Bill Gates tersebut tidak ditemukan di sumber terpercaya manapun. Beberapa kesempatan seperti dalam video Youtube berjudul ""The Truth About Vaccines Docu-Series: Episode 9"" Bill Gates memang berbicara soal vaksin (menit ke-58, detik ke-47). Namun tidak ada kalimat dari Gates seperti kutipan yang beredar itu."
Dokumen dan Layanan WhatsApp Mengatasnamakan PPATK Indonesia,hoaks,"Beredar tangkapan layar yang menampilkan sebuah dokumen berupa sertifikat dan akun layanan WhatsApp mengatasnamakan Pusat Pelaporan dan Analisis Transaksi Keuangan (PPATK) Republik Indonesia. Layanan WhatsApp tersebut mengaku sebagai pegawai atau pejabat PPATK dengan meminta sejumlah dana untuk melakukan legalisasi atau sertifikasi atas pengiriman uang dari luar negeri.Faktanya, PPATK melalui laman Instagram resminya @ppatk_indonesia mengklarifikasi bahwa informasi yang beredar itu adalah tidak benar atau hoaks. Pihaknya menegaskan, layanan WhatsApp dan dokumen yang beredar tersebut merupakan modus tindak penipuan yang mengatasnamakan PPATK Indonesia."
KFC Menawarkan 3000 Snack Bucket Untuk Semua Orang,hoaks,"Beredar pesan di Whatsapp perayaan ulang tahun KFC beserta link survey berhadiah snack bucket. Narasi yang beredar berbunyi “WOW! * :tada:Perayaan ulang tahun KFC:tada:* KFC menawarkan 3000 Snack Bucket untuk semua orang Menerima instruksi: 1. Masing-masing hanya dapat berpartisipasi satu kali 2. Kuantitas terbatas, pertama datang pertama kali 3. Acara ini tidak memerlukan biaya apapun Dapatkan milikmu di sini GRATIS  https://kfc-vip.vip/kfc/?th=s“Menanggapi beredarnya link survey berhadiah snack bucket, PT Fast Food Indonesia Tbk. menyatakan bahwa KFC Indonesia tidak mengadakan survey berhadiah seperti  yang beredar di whatsapp tersebut. KFC menghimbau untuk tidak mengisi data apapun di survey tersebut dan tidak menyebarkannya kembali. Setiap program, promo, dan survey resmi KFC Indonesia hanya dilakukan di media sosial resmi KFC Indonesia yang memiliki centang biru dan website kfcku.com."
Video Air Laut Surut di Benteng Portugis Jepara Pertanda Tsunami,disinformasi,"Beredar di berbagai sosial media sebuah video berdurasi 15 detik yang menampilkan air laut surut di Benteng Portugis Jepara. Video tersebut banyak dikaitkan dengan adanya gempa dan tsunami. Setelah ditelusuri, dikutip daridetiknews.com, Pemerintah Kabupaten (Pemkab) Jepara memastikan hal tersebut tidak terkait pertanda akan terjadi tsunami. ""Jadi ini bukan tanda akan terjadi tsunami tapi fenomena alam yang biasa terjadi,"" kata Kabid Kominfo Kabupaten Jepara, Wahyanto mengatakan peristiwa pasang surut di Pantai Benteng Portugis merupakan hal yang biasa terjadi saat bulan Oktober sampai November. Kepala BPBD Jepara Kusmiyanto juga menjelaskan hal yang serupa. Kusmiyanto menyebut surutnya air laut di Pantai Benteng Portugis tidak berkaitan dengan gempa dan memang terjadi di saat waktu pasang-surut air laut."
Tiongkok Targetkan 100 Juta Penduduk Indonesia Tewas Melalui Vaksin,hoaks,"Beredar pesan berantai di media sosial WhatsApp, bahwa Tiongkok menargetkan sebanyak 100 juta penduduk Indonesia tewas melalui vaksin. Dengan narasi, ""Hati hati vaksin bisa membunuh jiwa. Cina mentargetkan 100 jt penduduk indonesia mati melalui vaksin cina. Jangan ada yg mao divaksin. Biar cina bangkrut ini bisnis WHO. Yahudi nasoroh cina. Yg jadi tujuan umat islam. Kita wajib waspada. Negara di Rezim jokowi jadi amburadul. Lengserkan jokowi pemimpin keblingeerrrr"". Berdasarkan hasil penelusuran, klaim bahwa Tiongkok menargetkan sebanyak 100 juta penduduk Indonesia tewas melalui vaksin, tidak berdasar. Faktanya, tidak ada pernyataan resmi di media arus utama mengenai hal itu. Sementara itu Pemerintah Indonesia menargetkan 100 juta warga akan diberi vaksin corona mulai Desember 2020. Hal itu disampaikan Menteri Koordinator Bidang Kemaritiman dan Investasi (Menko Marves) Luhut Binsar Pandjaitan."
Kapolres Simalungun Edarkan Pengumuman Administrasi Pesta dan Izin Hiburan Ditiadakan,hoaks,"Beredar sebuah pesan WhatsApp mengatasnamakan Kapolres Simalungun, perihal seluruh administrasi berhubungan pesta dan izin hiburan ditiadakan dalam upaya menghentikan penyebaran Virus Corona atau Covid-19. Faktanya, Kapolres Simalungun AKBP Agus Waluyo didampingi Kasubbag Humas AKP Lukman Hakim Sembiring, SH menyatakan bahwa pengumuman yang beredar tersebut adalah hoaks. Kapolres juga menegaskan bahwa dirinya hanya menghimbau masyarakat Kabupaten Simalungun supaya tidak berkerumun atau berkumpul dan mematuhi Maklumat Bapak Kapolri demi memutus mata rantai penyebaran Covid 19 serta mendukung pelaksanaan Pilkada Damai tanggal 9 Desember 2020 mendatang."
Bank Indonesia Bagikan Hadiah Langsung Transfer ke Rekening Pribadi,hoaks,"Telah beredar kabar bahwa Bank Indonesia (BI) mentransfer uang sebagai hadiah melalui rekening pribadi. Uang transfer tersebut merupakan ketentuan dari Bank Indonesia dan OJK. Bahkan pesan itu disertai ancaman proses pencairan dana tidak jadi jika syarat tidak dipenuhi.Faktanya, dilansir melalui laman resmi Instagram @bank_indonesia, kabar BI transfer dana ke rekening pribadi adalah hoaks. Bank Indonesia menekankan tidak pernah menerima ataupun mengirim transfer dana langsung kepada masyarakat. Direktur Eksekutif Departemen Komunikasi Bank Indonesia, Onny Widjanarko, turut membantah bahwa BI mentransfer uang ke rekening pribadi. Onny juga menegaskan berita hoaks yang telah beredar di masyarakat telah dilaporkan ke Kementerian Kominfo."
Razia Pemakai Masker Scuba Dikenakan Sanksi Denda di Surabaya,disinformasi,"Beredar sebuah postingan yang berisi tangkapan layar operasi gabungan tiga pilar di Bulak Rukem, Kenjeran, Surabaya, menggelar operasi pengguna masker scuba akan disasar. Selain menjadi sasaran operasi yang akan mendapatkan sanksi denda, dalam caption foto juga disebutkan bahwa pengguna masker scuba akan menjalani tes swab. Faktanya hal tersebut telah diklarifikasi oleh Kapolsek Kenjeran, Kompol Esti Setija Oetami dengan mengatakan “Foto memang benar tapi caption foto atau pesan dalam foto itu hoax. Salah dan pemerintah tak pernah melarang masker scuba. Pemerintah menganjurkan jika memakai masker scuba itu harus dilapisi supaya standar SNI,”. Lebih lanjut Kompol Esti menjelaskan, pemakai masker scuba hanya akan dikenakan sosialisasi atau pengarahan. Namun jika penggunaan masker scuba sudah ada lapisan masker tambahan kain hal tersebut sudah sesuai anjuran. Ia mencontohkan, seperti petugas tiga pilar juga memakai masker scuba. Namun petugas juga melapisi masker kain dan atau masker tiga lapis."
Obat Corona Bernama Pil-Kada,hoaks,"Beredar sebuah unggahan terkait penemuan obat dari Virus Corona. Unggahan itu tersebar di media sosial Facebook dengan klaim tentang obat Corona sudah ditemukan bernama Pil-Kada. Dalam unggahannya, diberikan narasi ""AKHIRNYA OBAT CORONA DI TEMUKAN NAMA NYA PIL-KADA”.Faktanya, Klaim tentang obat Corona sudah ditemukan bernama Pil-Kada ternyata tidak benar. Terdapat beberapa artikel yang menjelaskan mengenai obat Corona. Salah satunya adalah artikel berjudul ""Ini 8 Kandidat Vaksin COVID-19 yang Paling Menjanjikan di Dunia"" yang dimuat situs Liputan6.com pada 26 September 2020.Dalam artikel tersebut, tidak ada nama Pil-Kada dalam kandidat calon obat atau vaksin untuk Corona."
Hewan Ternak Lebih Kebal Terhadap Covid-19,disinformasi,"Beredar sebuah postingan di media sosial instagram informasi yang menyebutkan bahwa hewan ternak lebih kebal terhadap Virus Covid-19. Akun tersebut mengunggah foto domba yang diiringi sebuah narasi, ""Tak ada physical distancing, tak ada masker, tak ada cuci tangan, APD, dll. Kami tetap sehat walafiat."" Dilansir dari Cek Fakta Merdeka.com, klaim yang menyebutkan bahwa hewan ternak lebih kebal terhadap Virus Covid-19 adalah keliru. Faktanya beberapa peternakan cerpelai (sejenis musang) di Belanda, Denmark, dan Spanyol dilaporkan terinfeksi Covid-19. Sejauh ini, belum ada penelitian soal kerentanan infeksi Covid-19 terhadap hewan ternak lain, seperti sapi, domba, dan kuda."
"Breaking News; Pesantren Alquran Terbakar 28 Santri Dan Guru Meninggal Dunia, Semoga Yang Gugur Dalam Pesantren Tersebut Husnul Khotimah",disinformasi,"Beredar postingan di media sosial sebuah artikel berjudul Breaking News; Pesantren Alquran Terbakar 28 Santri Dan Guru Meninggal Dunia, Semoga Yang Gugur Dalam Pesantren Tersebut Husnul Khotimah yang terbit pada 12 September 2020. Faktanya, diketahui bahwa informasi yang terdapat di dalamnya merupakan gabungan dari dua peristiwa berbeda, yang terjadi bukan  dalam waktu dekat ini. Pemberitaan pada artikel tersebut diketahui merupakan dua peristiwa kebakaran yang terjadi di Pondok Pesantren Darul Quran.Faktanya, diketahui bahwa isi pemberitaan pada artikel tersebut merupakan dua peristiwa kebakaran yang terjadi di tahun 2017 dan 2019. Informasi pertama yang disampaikan adalah terkait dengan peristiwa kebakaran yang terjadi di Pondok Pesantren Darul Quran Ittifaqiyah Tahfiz Center, Kuala Lumpur, Malaysia pada tanggal 18 September 2019. Sedangkan pada gambar kedua  yang memperlihatkan beberapa anggota pemadam kebakaran tengah berusaha memadamkan api. Foto tersebut merupakan peristiwa kebakaran yang melanda toko dan hotel di Jalan HB Yasin, Kota Gorontalo, Minggu 6 Maret 2016 malam."
"Foto ""AFRICA vs AFRICA in American Movies”",disinformasi,"Beredar di media sosial unggahan foto dengan narasi sebagai berikut : ""AFRICA vs AFRICA in American Movies.” Foto unggahan tersebut menggambarkan perbandingan antara suasana perkotaan dan pedesaan. Foto perkantoran diberi narasi “Africa”, sementara foto pedesaan diberi narasi “Africa in American Movies.” Berdasarkan hasil penelusuran,  klaim bahwa foto suasana perkotaan yang diberi narasi ""AFRICA"" yang diunggah merupakan klaim yang salah. Faktanya, foto tersebut bukan foto perkotaan di Afrika. Foto yang diberi narasi ""AFRICA"" itu adalah foto Hotel Mandarin Oriental di Jl. M.H. Thamrin, RT.1/RW.5, Menteng, Kec. Menteng, Daerah Khusus Ibukota Jakarta, Indonesia. Sementara itu, foto yang menggambarkan suasana pedesaan adalah foto yang diunggah di situs alamy.com dengan judul ""African village with thatched rondavel huts in the Okovonga Delta region of Botswana"". Dari keterangannya, foto ini berlokasi di Okovonga Delta, Botswana yang merupakan sebuah negara di Afrika bagian selatan."
Foto Wisuda 4 Ribu Siswa di Sarajevo,disinformasi,"Beredar unggahan foto di media sosial Facebook yang menampilkan sejumlah orang yang sedang berbaris, terdiri dari satu barisan perempuan yang mengenakan seragam hijau dan kerudung coklat, serta barisan lelaki mengenakan jas abu-abu dilengkapi dengan dasi. Unggahan itu disertai dengan narasi yang menyebutkan bahwa foto tersebut merupakan foto acara wisuda 4 ribu hafiz di Sarajevo Bosnia.Faktanya, klaim yang menyebutkan foto tersebut merupakan acara wisuda 4 ribu hafiz di Sarajevo Bosnia adalah tidak benar. Berdasarkan penelusuran Cek Fakta Liputan6.com, diketahui foto tersebut merupakan acara wisuda siswa Sekolah Chei Ibrahim Pasha yang letaknya bukan di Sarajevo, melainkan terletak di Travnik, yang berjarak sekitar 91 km dari ibu kota, Sarajevo. Gambar yang beredar merupakan prosesi lulusan kelas 253, tanggal 12 Juli dan jumlah siswa yang diwisuda pun tidak mencapai 4 ribu orang."
"Nomor Whatsapp Mengatasnamakan Kepala BKN, Bima Haria Wibisana",hoaks,"Beredar akun Whatsapp Bisnis mengatasnamakan Kepala BKN, Bima Haria Wibisana. Akun tersebut tersebar melalui blog yang menampilkan foto dan data pribadi dari Bima Haria Wibisana. Faktanya, melalui akun resmi Twitter BKN @BKNgoid menyatakan dengan tegas bahwa hal tersebut palsu. BKN berharap kepada masyarakat agar dapat berhati-hati dan waspada terhadap segala bentuk penipuan atau upaya lain yang berpotensi merugikan masyarakat dari akun dan nomor telepon tersebut."
Akun Facebook Pemimpin Umum Majalah Rantau Dedi Candra Rosma Yulfa,hoaks,"Beredar sebuah akun Facebook yang mengatasnamakan Dedi Candra Rosma Yulfa. Akun tersebut memuat foto dirinya bersama seorang wanita.Dilansir dari bentengsumbar.com akun tersebut adalah palsu. Pemimpin Umum Majalah Rantau, Dedi Candra akan melaporkan akun facebook (FB) atas nama dedicandra-rosmayulfa ke polisi. Banyak orang kini mulai percaya dan resah di media sosial, karena pemilik akun tersebut mengaku-ngaku istri saya. Padahal istri saya bukan Rosma Yulfa, tapi Yeyeng Veronica yang dinikahinya secara resmi dan ada buku nikah yang diterbitkan KUA,"" ungkap Dedi pada wartawan, Rabu,  16 September 2020."
